site,Plot,tree,species,dbh,dbhclass,height,lcr,class,age,ba,tpa,remin,remax,rerange,remean,aemin,aemax,aerange,aemean,AveInun,fldcls,meddur,medpeak,comp,Pith Score,Match Score,Core Condition,Rings,RelMin,RelMax,RelRng,RelMn,AveInun,MedDur,MedPk,AveFreq,Shan,Simp,Rich,AbsMn,AbsMx,AbsRng,AbsMean,FC1,durbin,pkbin,fqbin
Goose Island,GI6,11,BENI,10.3,10,58,80,C,38,0.57861486,10,4.400000095,7.599999905,3.199999809,5.662962949,19264,19371,107,19313.36,,10,7,110,mixed,,,,75,4.400000095,7.599999905,3.199999809,5.662962949,23.22368421,11,130,1.11375,1.386294361,2.612903226,4,19265,19414,149,19333.25,20,10,130,1
Goose Island,GI9,1,ACSA,14.8,14,68.7,60,C,39,1.19464416,10,6.300000191,7.5,1.199999809,6.915384604,19328,19376,48,19357.44,7.41,10,7,115.5,mixed,A,C,B,27,6.300000191,7.5,1.199999809,6.915384604,7.41,5,110,0.233695652,1.386294361,3,4,19353,19486,133,19420.0495,5,4,110,0
Goose Island,GI9,2,FRPE,6.9,6,57.2,20,C,38,0.25966494,10,6.300000191,7.5,1.199999809,6.915384604,19328,19376,48,19357.44,7.41,10,7,115.5,mixed,B,C,C,34,6.300000191,7.5,1.199999809,6.915384604,7.41,5,110,0.233695652,1.386294361,3,4,19353,19486,133,19420.0495,5,4,110,0
Goose Island,GI9,3,FRPE,5.9,5,47.6,65,S,29,0.18985374,10,6.300000191,7.5,1.199999809,6.915384604,19328,19376,48,19357.44,7.41,10,7,115.5,mixed,C,,B,NA,6.300000191,7.5,1.199999809,6.915384604,7.41,5,110,0.233695652,1.386294361,3,4,19353,19486,133,19420.0495,5,4,110,0
Goose Island,GI9,4,FRPE,5.3,5,43.6,30,S,33,0.15320286,10,6.300000191,7.5,1.199999809,6.915384604,19328,19376,48,19357.44,7.41,10,7,115.5,mixed,A,,B,32,6.300000191,7.5,1.199999809,6.915384604,7.41,5,110,0.233695652,1.386294361,3,4,19353,19486,133,19420.0495,5,4,110,0
Goose Island,GI9,5,QUEL,26,26,82.8,35,D,84,3.686904,10,6.300000191,7.5,1.199999809,6.915384604,19328,19376,48,19357.44,7.41,10,7,115.5,mixed,C,C,B,66,6.300000191,7.5,1.199999809,6.915384604,7.41,5,110,0.233695652,1.386294361,3,4,19353,19486,133,19420.0495,5,4,110,0
Goose Island,GI9,6,CEOC,7.6,7,48,80,S,NA,0.31502304,10,6.300000191,7.5,1.199999809,6.915384604,19328,19376,48,19357.44,7.41,10,7,115.5,mixed,,,,54,6.300000191,7.5,1.199999809,6.915384604,7.41,5,110,0.233695652,1.386294361,3,4,19353,19486,133,19420.0495,5,4,110,0
Goose Island,GI9,7,FRPE,15,15,57.3,30,C,40,1.22715,10,6.300000191,7.5,1.199999809,6.915384604,19328,19376,48,19357.44,7.41,10,7,115.5,mixed,B,B,A,53,6.300000191,7.5,1.199999809,6.915384604,7.41,5,110,0.233695652,1.386294361,3,4,19353,19486,133,19420.0495,5,4,110,0
Goose Island,GI9,8,CEOC,13.4,13,60.9,40,C,39,0.97932024,10,6.300000191,7.5,1.199999809,6.915384604,19328,19376,48,19357.44,7.41,10,7,115.5,mixed,,,,66,6.300000191,7.5,1.199999809,6.915384604,7.41,5,110,0.233695652,1.386294361,3,4,19353,19486,133,19420.0495,5,4,110,0
Goose Island,GI9,9,FRPE,14.5,14,68.4,55,D,100,1.1467035,10,6.300000191,7.5,1.199999809,6.915384604,19328,19376,48,19357.44,7.41,10,7,115.5,mixed,B,B,B,44,6.300000191,7.5,1.199999809,6.915384604,7.41,5,110,0.233695652,1.386294361,3,4,19353,19486,133,19420.0495,5,4,110,0
Goose Island,GI9,10,FRPE,7.5,7,54.1,80,I,40,0.3067875,10,6.300000191,7.5,1.199999809,6.915384604,19328,19376,48,19357.44,7.41,10,7,115.5,mixed,A,A,B,44,6.300000191,7.5,1.199999809,6.915384604,7.41,5,110,0.233695652,1.386294361,3,4,19353,19486,133,19420.0495,5,4,110,0
Goose Island,GI9,11,FRPE,8.1,8,39.2,10,S,70,0.35783694,10,6.300000191,7.5,1.199999809,6.915384604,19328,19376,48,19357.44,7.41,10,7,115.5,mixed,A,B,A,43,6.300000191,7.5,1.199999809,6.915384604,7.41,5,110,0.233695652,1.386294361,3,4,19353,19486,133,19420.0495,5,4,110,0
Goose Island,GI9,12,CEOC,9.1,9,51.7,35,I,36,0.45164574,10,6.300000191,7.5,1.199999809,6.915384604,19328,19376,48,19357.44,7.41,10,7,115.5,mixed,B,C,C,40,6.300000191,7.5,1.199999809,6.915384604,7.41,5,110,0.233695652,1.386294361,3,4,19353,19486,133,19420.0495,5,4,110,0
Goose Island,GI10,1,BENI,14.2,14,39,45,S,62,1.09974456,10,4.699999809,5.800000191,1.100000381,5.267999935,19289,19337,48,19312.46535,23.95666667,30,11,122.5,mixed,,,,46,4.699999809,5.800000191,1.100000381,5.267999935,23.95666667,10,128,1.972058824,1.083575524,1.684210526,3,19288,19331,43,19307.05,20,10,125,1.5
Goose Island,GI10,2,BENI,19.3,19,57.4,60,D,46,2.03156046,10,4.699999809,5.800000191,1.100000381,5.267999935,19289,19337,48,19312.46535,23.95666667,30,11,122.5,mixed,,,,28,4.699999809,5.800000191,1.100000381,5.267999935,23.95666667,10,128,1.972058824,1.083575524,1.684210526,3,19288,19331,43,19307.05,20,10,125,1.5
Goose Island,GI10,3,ACNE,6,6,21.7,80,S,28,0.196344,10,4.699999809,5.800000191,1.100000381,5.267999935,19289,19337,48,19312.46535,23.95666667,30,11,122.5,mixed,B,,B,52,4.699999809,5.800000191,1.100000381,5.267999935,23.95666667,10,128,1.972058824,1.083575524,1.684210526,3,19288,19331,43,19307.05,20,10,125,1.5
Goose Island,GI10,4,BENI,21.1,21,66.6,70,D,52,2.42817534,10,4.699999809,5.800000191,1.100000381,5.267999935,19289,19337,48,19312.46535,23.95666667,30,11,122.5,mixed,,,,37,4.699999809,5.800000191,1.100000381,5.267999935,23.95666667,10,128,1.972058824,1.083575524,1.684210526,3,19288,19331,43,19307.05,20,10,125,1.5
Goose Island,GI10,5,FRPE,16,16,59.6,80,C,37,1.396224,10,4.699999809,5.800000191,1.100000381,5.267999935,19289,19337,48,19312.46535,23.95666667,30,11,122.5,mixed,B,,C,61,4.699999809,5.800000191,1.100000381,5.267999935,23.95666667,10,128,1.972058824,1.083575524,1.684210526,3,19288,19331,43,19307.05,20,10,125,1.5
Goose Island,GI10,6,BENI,14.4,14,61.1,55,C,61,1.13094144,10,4.699999809,5.800000191,1.100000381,5.267999935,19289,19337,48,19312.46535,23.95666667,30,11,122.5,mixed,,,,34,4.699999809,5.800000191,1.100000381,5.267999935,23.95666667,10,128,1.972058824,1.083575524,1.684210526,3,19288,19331,43,19307.05,20,10,125,1.5
Goose Island,GI10,7,CEOC,8.1,8,52,60,I,34,0.35783694,10,4.699999809,5.800000191,1.100000381,5.267999935,19289,19337,48,19312.46535,23.95666667,30,11,122.5,mixed,C,B,C,75,4.699999809,5.800000191,1.100000381,5.267999935,23.95666667,10,128,1.972058824,1.083575524,1.684210526,3,19288,19331,43,19307.05,20,10,125,1.5
Goose Island,GI12,1,FRPE,16.5,16,63.7,75,D,75,1.4848515,10,5.099999905,6.699999809,1.599999905,6.045833349,19301,19353,52,19333.60606,14.52236842,30,8,122.5,mixed,B,B,A,38,5.099999905,6.699999809,1.599999905,6.045833349,14.52236842,11,130,1.767045455,1.386294361,2.492307692,4,19277,19349,72,19311.61,10,10,130,1.5
Goose Island,GI12,2,FRPE,14.6,14,70.5,15,D,74,1.16257464,10,5.099999905,6.699999809,1.599999905,6.045833349,19301,19353,52,19333.60606,14.52236842,30,8,122.5,mixed,C,B,A,37,5.099999905,6.699999809,1.599999905,6.045833349,14.52236842,11,130,1.767045455,1.386294361,2.492307692,4,19277,19349,72,19311.61,10,10,130,1.5
Goose Island,GI12,3,QUEL,8.6,8,60.1,50,D,47,0.40337784,10,5.099999905,6.699999809,1.599999905,6.045833349,19301,19353,52,19333.60606,14.52236842,30,8,122.5,mixed,C,B,C,41,5.099999905,6.699999809,1.599999905,6.045833349,14.52236842,11,130,1.767045455,1.386294361,2.492307692,4,19277,19349,72,19311.61,10,10,130,1.5
Goose Island,GI12,4,BENI,14.6,14,61.6,4,D,61,1.16257464,10,5.099999905,6.699999809,1.599999905,6.045833349,19301,19353,52,19333.60606,14.52236842,30,8,122.5,mixed,,,,38,5.099999905,6.699999809,1.599999905,6.045833349,14.52236842,11,130,1.767045455,1.386294361,2.492307692,4,19277,19349,72,19311.61,10,10,130,1.5
Goose Island,GI12,5,QUEL,10.8,10,53.4,60,C,47,0.63615456,10,5.099999905,6.699999809,1.599999905,6.045833349,19301,19353,52,19333.60606,14.52236842,30,8,122.5,mixed,C,A,A,39,5.099999905,6.699999809,1.599999905,6.045833349,14.52236842,11,130,1.767045455,1.386294361,2.492307692,4,19277,19349,72,19311.61,10,10,130,1.5
Goose Island,GI12,6,FRPE,23.7,23,73.2,30,D,64,3.06345726,10,5.099999905,6.699999809,1.599999905,6.045833349,19301,19353,52,19333.60606,14.52236842,30,8,122.5,mixed,C,B,A,38,5.099999905,6.699999809,1.599999905,6.045833349,14.52236842,11,130,1.767045455,1.386294361,2.492307692,4,19277,19349,72,19311.61,10,10,130,1.5
Goose Island,GI12,7,BENI,18,18,71.6,80,C,62,1.767096,10,5.099999905,6.699999809,1.599999905,6.045833349,19301,19353,52,19333.60606,14.52236842,30,8,122.5,mixed,,,,29,5.099999905,6.699999809,1.599999905,6.045833349,14.52236842,11,130,1.767045455,1.386294361,2.492307692,4,19277,19349,72,19311.61,10,10,130,1.5
Goose Island,GI12,8,BENI,14.9,14,71.6,80,C,66,1.21084254,10,5.099999905,6.699999809,1.599999905,6.045833349,19301,19353,52,19333.60606,14.52236842,30,8,122.5,mixed,,,,33,5.099999905,6.699999809,1.599999905,6.045833349,14.52236842,11,130,1.767045455,1.386294361,2.492307692,4,19277,19349,72,19311.61,10,10,130,1.5
Goose Island,GI13,1,BENI,10.6,10,61.4,45,C,30,0.61281144,10,4.599999905,9,4.400000095,6.476923044,19265,19414,149,19333.25,14.50875,50,11,130,mixed,,,,74,4.599999905,9,4.400000095,6.476923044,14.50875,7,147.5,0.689772727,1.083575524,2.777777778,3,19318,19388,70,19354.97059,10,7,145,0.5
Goose Island,GI13,2,QUEL,14.5,14,49.6,30,I,73,1.1467035,10,4.599999905,9,4.400000095,6.476923044,19265,19414,149,19333.25,14.50875,50,11,130,mixed,A,C,B,47,4.599999905,9,4.400000095,6.476923044,14.50875,7,147.5,0.689772727,1.083575524,2.777777778,3,19318,19388,70,19354.97059,10,7,145,0.5
Goose Island,GI13,3,QUEL,11.8,11,57.7,55,I,70,0.75941496,10,4.599999905,9,4.400000095,6.476923044,19265,19414,149,19333.25,14.50875,50,11,130,mixed,A,B,B,61,4.599999905,9,4.400000095,6.476923044,14.50875,7,147.5,0.689772727,1.083575524,2.777777778,3,19318,19388,70,19354.97059,10,7,145,0.5
Goose Island,GI13,4,QUEL,13.7,13,67,45,C,75,1.02366126,10,4.599999905,9,4.400000095,6.476923044,19265,19414,149,19333.25,14.50875,50,11,130,mixed,B,B,B,47,4.599999905,9,4.400000095,6.476923044,14.50875,7,147.5,0.689772727,1.083575524,2.777777778,3,19318,19388,70,19354.97059,10,7,145,0.5
Goose Island,GI13,5,QUEL,18.2,18,61.2,25,D,74,1.80658296,10,4.599999905,9,4.400000095,6.476923044,19265,19414,149,19333.25,14.50875,50,11,130,mixed,B,A,B,64,4.599999905,9,4.400000095,6.476923044,14.50875,7,147.5,0.689772727,1.083575524,2.777777778,3,19318,19388,70,19354.97059,10,7,145,0.5
Goose Island,GI13,6,QUEL,21.1,21,66.3,35,C,75,2.42817534,10,4.599999905,9,4.400000095,6.476923044,19265,19414,149,19333.25,14.50875,50,11,130,mixed,C,A,B,62,4.599999905,9,4.400000095,6.476923044,14.50875,7,147.5,0.689772727,1.083575524,2.777777778,3,19318,19388,70,19354.97059,10,7,145,0.5
Goose Island,GI13,7,QUBI,25.1,25,74.8,55,D,90,3.43607454,10,4.599999905,9,4.400000095,6.476923044,19265,19414,149,19333.25,14.50875,50,11,130,mixed,C,C,C,66,4.599999905,9,4.400000095,6.476923044,14.50875,7,147.5,0.689772727,1.083575524,2.777777778,3,19318,19388,70,19354.97059,10,7,145,0.5
Goose Island,GI13,8,ULAM,10.6,10,46.2,85,S,55,0.61281144,10,4.599999905,9,4.400000095,6.476923044,19265,19414,149,19333.25,14.50875,50,11,130,mixed,B,B,C,30,4.599999905,9,4.400000095,6.476923044,14.50875,7,147.5,0.689772727,1.083575524,2.777777778,3,19318,19388,70,19354.97059,10,7,145,0.5
Goose Island,GI13,9,QUBI,32,32,67.3,45,D,117,5.584896,10,4.599999905,9,4.400000095,6.476923044,19265,19414,149,19333.25,14.50875,50,11,130,mixed,C,B,C,73,4.599999905,9,4.400000095,6.476923044,14.50875,7,147.5,0.689772727,1.083575524,2.777777778,3,19318,19388,70,19354.97059,10,7,145,0.5
Goose Island,GI14,1,FRPE,11.5,11,64.3,35,D,76,0.7212915,10,7.099999905,10.69999981,3.599999905,8.959259316,19353,19486,133,19420.0495,2.338043478,10,5,110,mixed,A,B,B,84,7.099999905,10.69999981,3.599999905,8.959259316,2.338043478,7,110,1.619736842,1.054339022,1.457831325,3,19264,19371,107,19313.36,0,7,110,1.5
Goose Island,GI14,2,QUBI,11.3,11,55.2,75,C,76,0.69642126,10,7.099999905,10.69999981,3.599999905,8.959259316,19353,19486,133,19420.0495,2.338043478,10,5,110,mixed,A,A,A,NA,7.099999905,10.69999981,3.599999905,8.959259316,2.338043478,7,110,1.619736842,1.054339022,1.457831325,3,19264,19371,107,19313.36,0,7,110,1.5
Goose Island,GI14,3,QUBI,7.7,7,33.8,50,I,78,0.32336766,10,7.099999905,10.69999981,3.599999905,8.959259316,19353,19486,133,19420.0495,2.338043478,10,5,110,mixed,C,B,C,40,7.099999905,10.69999981,3.599999905,8.959259316,2.338043478,7,110,1.619736842,1.054339022,1.457831325,3,19264,19371,107,19313.36,0,7,110,1.5
Goose Island,GI14,4,QUBI,10.3,10,54.1,30,I,75,0.57861486,10,7.099999905,10.69999981,3.599999905,8.959259316,19353,19486,133,19420.0495,2.338043478,10,5,110,mixed,C,A,A,39,7.099999905,10.69999981,3.599999905,8.959259316,2.338043478,7,110,1.619736842,1.054339022,1.457831325,3,19264,19371,107,19313.36,0,7,110,1.5
Goose Island,GI14,5,CEOC,12.6,12,70.5,90,D,35,0.86587704,10,7.099999905,10.69999981,3.599999905,8.959259316,19353,19486,133,19420.0495,2.338043478,10,5,110,mixed,B,A,C,100,7.099999905,10.69999981,3.599999905,8.959259316,2.338043478,7,110,1.619736842,1.054339022,1.457831325,3,19264,19371,107,19313.36,0,7,110,1.5
Goose Island,GI14,6,QUEL,22.4,22,74.9,60,D,83,2.73659904,10,7.099999905,10.69999981,3.599999905,8.959259316,19353,19486,133,19420.0495,2.338043478,10,5,110,mixed,C,C,B,40,7.099999905,10.69999981,3.599999905,8.959259316,2.338043478,7,110,1.619736842,1.054339022,1.457831325,3,19264,19371,107,19313.36,0,7,110,1.5
Goose Island,GI14,7,FRPE,10.3,10,57.1,75,C,76,0.57861486,10,7.099999905,10.69999981,3.599999905,8.959259316,19353,19486,133,19420.0495,2.338043478,10,5,110,mixed,A,B,A,70,7.099999905,10.69999981,3.599999905,8.959259316,2.338043478,7,110,1.619736842,1.054339022,1.457831325,3,19264,19371,107,19313.36,0,7,110,1.5
Goose Island,GI14,8,FRPE,11.6,11,61.5,50,C,71,0.73389024,10,7.099999905,10.69999981,3.599999905,8.959259316,19353,19486,133,19420.0495,2.338043478,10,5,110,mixed,B,B,B,36,7.099999905,10.69999981,3.599999905,8.959259316,2.338043478,7,110,1.619736842,1.054339022,1.457831325,3,19264,19371,107,19313.36,0,7,110,1.5
Goose Island,GI14,9,FRPE,10.4,10,61.5,50,C,73,0.58990464,10,7.099999905,10.69999981,3.599999905,8.959259316,19353,19486,133,19420.0495,2.338043478,10,5,110,mixed,,,,62,7.099999905,10.69999981,3.599999905,8.959259316,2.338043478,7,110,1.619736842,1.054339022,1.457831325,3,19264,19371,107,19313.36,0,7,110,1.5
Goose Island,GI15,1,FRPE,5.7,5,46.5,35,S,36,0.17720046,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,B,B,B,36,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,2,BENI,15.3,15,76.1,60,D,45,1.27672686,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,A,,A,45,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,3,BENI,14,14,76.1,60,D,NA,1.068984,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,B,,A,NA,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,4,FRPE,10.5,10,47.3,55,I,41,0.6013035,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,B,,C,41,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,5,QUEL,6.9,6,34.4,80,S,33,0.25966494,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,,,,33,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,6,BENI,12.6,12,57.9,20,C,NA,0.86587704,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,,,,NA,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,7,BENI,10.7,10,53.3,20,C,48,0.62442846,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,A,A,A,48,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,8,QUEL,11.7,11,65.7,30,D,36,0.74659806,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,,,,36,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,9,BENI,11.2,11,42.2,60,S,45,0.68414976,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,,,,45,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,10,BENI,7.2,7,41.8,50,I,37,0.28273536,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,,,,37,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,11,BENI,7.7,7,42.3,70,I,NA,0.32336766,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,,,,NA,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,12,BENI,12.3,12,53.1,30,C,37,0.82513566,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,,,,37,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,13,BENI,11.5,11,38.8,10,C,NA,0.7212915,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,,,,NA,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,14,BENI,9.2,9,44,15,I,NA,0.46162656,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,,,,NA,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,15,BENI,7.7,7,32,85,S,41,0.32336766,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,,,,41,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Goose Island,GI15,16,BENI,8.3,8,59.7,40,C,39,0.37572606,10,4.800000191,5.800000191,1,5.195833325,19288,19331,43,19307.05,26.42205882,30,10,128,mixed,,,,39,4.800000191,5.800000191,1,5.195833325,26.42205882,7,115.5,0.64375,1.386294361,2.4,4,19328,19376,48,19357.44,25,7,115,0.5
Great River Harbor,GRH1,1,ACSA,9.2,9,67.1,60,D,25,0.46162656,10,7.800000191,8.199999809,0.399999619,7.880769418,20155,20183,28,20168.35577,38.24444444,50,13,136,mixed,A,B,A,25,7.800000191,8.199999809,0.399999619,7.880769418,38.24444444,13,136,2.183333333,1.083575524,1.724489796,3,20155,20183,28,20168.35577,35,13,135,2
Great River Harbor,GRH1,2,ACSA,8.7,8,67.1,60,D,17,0.41281326,10,7.800000191,8.199999809,0.399999619,7.880769418,20155,20183,28,20168.35577,38.24444444,50,13,136,mixed,B,B,C,17,7.800000191,8.199999809,0.399999619,7.880769418,38.24444444,13,136,2.183333333,1.083575524,1.724489796,3,20155,20183,28,20168.35577,35,13,135,2
Great River Harbor,GRH1,3,ACSA,7.6,7,60.4,40,C,32,0.31502304,10,7.800000191,8.199999809,0.399999619,7.880769418,20155,20183,28,20168.35577,38.24444444,50,13,136,mixed,A,B,B,32,7.800000191,8.199999809,0.399999619,7.880769418,38.24444444,13,136,2.183333333,1.083575524,1.724489796,3,20155,20183,28,20168.35577,35,13,135,2
Great River Harbor,GRH1,4,ACSA,7.7,7,55.1,20,I,50,0.32336766,10,7.800000191,8.199999809,0.399999619,7.880769418,20155,20183,28,20168.35577,38.24444444,50,13,136,mixed,C,C,C,50,7.800000191,8.199999809,0.399999619,7.880769418,38.24444444,13,136,2.183333333,1.083575524,1.724489796,3,20155,20183,28,20168.35577,35,13,135,2
Great River Harbor,GRH1,5,ACSA,8.7,8,51.7,15,S,40,0.41281326,10,7.800000191,8.199999809,0.399999619,7.880769418,20155,20183,28,20168.35577,38.24444444,50,13,136,mixed,C,C,B,40,7.800000191,8.199999809,0.399999619,7.880769418,38.24444444,13,136,2.183333333,1.083575524,1.724489796,3,20155,20183,28,20168.35577,35,13,135,2
Great River Harbor,GRH1,6,ACSA,9.1,9,48.4,35,S,43,0.45164574,10,7.800000191,8.199999809,0.399999619,7.880769418,20155,20183,28,20168.35577,38.24444444,50,13,136,mixed,C,B,B,43,7.800000191,8.199999809,0.399999619,7.880769418,38.24444444,13,136,2.183333333,1.083575524,1.724489796,3,20155,20183,28,20168.35577,35,13,135,2
Great River Harbor,GRH1,7,ACSA,5,5,48.4,35,S,34,0.13635,10,7.800000191,8.199999809,0.399999619,7.880769418,20155,20183,28,20168.35577,38.24444444,50,13,136,mixed,B,C,A,34,7.800000191,8.199999809,0.399999619,7.880769418,38.24444444,13,136,2.183333333,1.083575524,1.724489796,3,20155,20183,28,20168.35577,35,13,135,2
Great River Harbor,GRH1,8,ACSA,13.7,13,55.7,40,I,38,1.02366126,10,7.800000191,8.199999809,0.399999619,7.880769418,20155,20183,28,20168.35577,38.24444444,50,13,136,mixed,A,C,B,38,7.800000191,8.199999809,0.399999619,7.880769418,38.24444444,13,136,2.183333333,1.083575524,1.724489796,3,20155,20183,28,20168.35577,35,13,135,2
Great River Harbor,GRH1,9,FRPE,8.7,8,54.7,15,I,36,0.41281326,10,7.800000191,8.199999809,0.399999619,7.880769418,20155,20183,28,20168.35577,38.24444444,50,13,136,mixed,A,B,B,36,7.800000191,8.199999809,0.399999619,7.880769418,38.24444444,13,136,2.183333333,1.083575524,1.724489796,3,20155,20183,28,20168.35577,35,13,135,2
Great River Harbor,GRH1,10,ACSA,10,10,58.9,20,C,45,0.5454,10,7.800000191,8.199999809,0.399999619,7.880769418,20155,20183,28,20168.35577,38.24444444,50,13,136,mixed,B,B,C,45,7.800000191,8.199999809,0.399999619,7.880769418,38.24444444,13,136,2.183333333,1.083575524,1.724489796,3,20155,20183,28,20168.35577,35,13,135,2
Great River Harbor,GRH1,11,FRPE,8.7,8,49.9,50,S,40,0.41281326,10,7.800000191,8.199999809,0.399999619,7.880769418,20155,20183,28,20168.35577,38.24444444,50,13,136,mixed,B,B,A,40,7.800000191,8.199999809,0.399999619,7.880769418,38.24444444,13,136,2.183333333,1.083575524,1.724489796,3,20155,20183,28,20168.35577,35,13,135,2
Great River Harbor,GRH1,12,ULAM,18.6,18,60.6,40,D,66,1.88686584,10,7.800000191,8.199999809,0.399999619,7.880769418,20155,20183,28,20168.35577,38.24444444,50,13,136,mixed,A,C,B,66,7.800000191,8.199999809,0.399999619,7.880769418,38.24444444,13,136,2.183333333,1.083575524,1.724489796,3,20155,20183,28,20168.35577,35,13,135,2
Great River Harbor,GRH1,13,FRPE,8,8,51.5,30,S,41,0.349056,10,7.800000191,8.199999809,0.399999619,7.880769418,20155,20183,28,20168.35577,38.24444444,50,13,136,mixed,,,,41,7.800000191,8.199999809,0.399999619,7.880769418,38.24444444,13,136,2.183333333,1.083575524,1.724489796,3,20155,20183,28,20168.35577,35,13,135,2
Great River Harbor,GRH1,14,FRPE,7.1,7,32.9,5,S,32,0.27493614,10,7.800000191,8.199999809,0.399999619,7.880769418,20155,20183,28,20168.35577,38.24444444,50,13,136,mixed,,,,32,7.800000191,8.199999809,0.399999619,7.880769418,38.24444444,13,136,2.183333333,1.083575524,1.724489796,3,20155,20183,28,20168.35577,35,13,135,2
Great River Harbor,GRH2,1,FRPE,16.7,16,85.3,25,D,70,1.52106606,10,9.199999809,10.5,1.300000191,9.888888889,20203,20251,48,20233.92857,7.467105263,10,8,117,mixed,C,A,A,70,9.199999809,10.5,1.300000191,9.888888889,7.467105263,8,117,0.697368421,1.386294361,3.520833333,4,20203,20251,48,20233.92857,5,7,115,0.5
Great River Harbor,GRH2,2,PODE,41.4,41,114.8,20,D,71,9.34793784,10,9.199999809,10.5,1.300000191,9.888888889,20203,20251,48,20233.92857,7.467105263,10,8,117,mixed,B,A,C,71,9.199999809,10.5,1.300000191,9.888888889,7.467105263,8,117,0.697368421,1.386294361,3.520833333,4,20203,20251,48,20233.92857,5,7,115,0.5
Great River Harbor,GRH2,3,PODE,30.8,30,91.8,20,D,62,5.17388256,10,9.199999809,10.5,1.300000191,9.888888889,20203,20251,48,20233.92857,7.467105263,10,8,117,mixed,B,C,C,62,9.199999809,10.5,1.300000191,9.888888889,7.467105263,8,117,0.697368421,1.386294361,3.520833333,4,20203,20251,48,20233.92857,5,7,115,0.5
